title,publish_time,read_count,comment_count,recommend_count,summary,url
主成分分析（PCA）原理总结,2016-12-31 21:07,238928,257,68,"摘要：        
主成分分析（Principal components analysis，以下简称PCA）是最重要的降维方法之一。在数据压缩消除冗余和数据噪音消除等领域都有广泛的应用。一般我们提到降维最容易想到的算法就是PCA，下面我们就对PCA的原理做一个总结。 1. PCA的思想 PCA顾名思义，就是找出数据里最    阅读全文",https://www.cnblogs.com/pinard/p/6239403.html
用scikit-learn学习谱聚类,2016-12-30 17:16,42763,47,8,"摘要：        
在谱聚类（spectral clustering）原理总结中，我们对谱聚类的原理做了总结。这里我们就对scikit-learn中谱聚类的使用做一个总结。 1. scikit-learn谱聚类概述 在scikit-learn的类库中，sklearn.cluster.SpectralClustering    阅读全文",https://www.cnblogs.com/pinard/p/6235920.html
谱聚类（spectral clustering）原理总结,2016-12-29 11:11,334071,299,88,"摘要：        
谱聚类（spectral clustering）是广泛使用的聚类算法，比起传统的K-Means算法，谱聚类对数据分布的适应性更强，聚类效果也很优秀，同时聚类的计算量也小很多，更加难能可贵的是实现起来也不复杂。在处理实际的聚类问题时，个人认为谱聚类是应该首先考虑的几种算法之一。下面我们就对谱聚类的算法    阅读全文",https://www.cnblogs.com/pinard/p/6221564.html
用scikit-learn学习DBSCAN聚类,2016-12-24 18:54,129242,78,14,"摘要：        
在DBSCAN密度聚类算法中，我们对DBSCAN聚类算法的原理做了总结，本文就对如何用scikit-learn来学习DBSCAN聚类做一个总结，重点讲述参数的意义和需要调参的参数。 1. scikit-learn中的DBSCAN类 在scikit-learn中，DBSCAN算法类为sklearn.c    阅读全文",https://www.cnblogs.com/pinard/p/6217852.html
DBSCAN密度聚类算法,2016-12-22 16:32,258288,80,38,"摘要：        
DBSCAN(Density-Based Spatial Clustering of Applications with Noise，具有噪声的基于密度的聚类方法)是一种很典型的密度聚类算法，和K-Means，BIRCH这些一般只适用于凸样本集的聚类相比，DBSCAN既可以适用于凸样本集，也可以适用    阅读全文",https://www.cnblogs.com/pinard/p/6208966.html
用scikit-learn学习BIRCH聚类,2016-12-19 22:00,26141,55,5,"摘要：        
在BIRCH聚类算法原理中，我们对BIRCH聚类算法的原理做了总结，本文就对scikit-learn中BIRCH算法的使用做一个总结。 1. scikit-learn之BIRCH类 在scikit-learn中，BIRCH类实现了原理篇里讲到的基于特征树CF Tree的聚类。因此要使用BIRCH来聚    阅读全文",https://www.cnblogs.com/pinard/p/6200579.html
BIRCH聚类算法原理,2016-12-14 17:13,76735,74,25,"摘要：        
在K-Means聚类算法原理中，我们讲到了K-Means和Mini Batch K-Means的聚类原理。这里我们再来看看另外一种常见的聚类算法BIRCH。BIRCH算法比较适合于数据量大，类别数K也比较多的情况。它运行速度很快，只需要单遍扫描数据集就能进行聚类，当然需要用到一些技巧，下面我们就对B    阅读全文",https://www.cnblogs.com/pinard/p/6179132.html
用scikit-learn学习K-Means聚类,2016-12-13 15:50,119951,73,17,"摘要：        
在K-Means聚类算法原理中，我们对K-Means的原理做了总结，本文我们就来讨论用scikit-learn来学习K-Means聚类。重点讲述如何选择合适的k值。 1. K-Means类概述 在scikit-learn中，包括两个K-Means的算法，一个是传统的K-Means算法，对应的类是KM    阅读全文",https://www.cnblogs.com/pinard/p/6169370.html
K-Means聚类算法原理,2016-12-12 16:57,334779,79,41,"摘要：        
K-Means算法是无监督的聚类算法，它实现起来比较简单，聚类效果也不错，因此应用很广泛。K-Means算法有大量的变体，本文就从最传统的K-Means算法讲起，在其基础上讲述K-Means的优化变体方法。包括初始化优化K-Means++, 距离计算优化elkan K-Means算法和大数据情况下的    阅读全文",https://www.cnblogs.com/pinard/p/6164214.html
scikit-learn随机森林调参小结,2016-12-11 21:23,165906,166,34,"摘要：        
在Bagging与随机森林算法原理小结中，我们对随机森林(Random Forest, 以下简称RF）的原理做了总结。本文就从实践的角度对RF做一个总结。重点讲述scikit-learn中RF的调参注意事项，以及和GBDT调参的异同点。 1. scikit-learn随机森林类库概述 在scikit    阅读全文",https://www.cnblogs.com/pinard/p/6160412.html
Bagging与随机森林算法原理小结,2016-12-10 20:38,138365,165,35,"摘要：        
在集成学习原理小结中，我们讲到了集成学习有两个流派，一个是boosting派系，它的特点是各个弱学习器之间有依赖关系。另一种是bagging流派，它的特点是各个弱学习器之间没有依赖关系，可以并行拟合。本文就对集成学习中Bagging与随机森林算法做一个总结。 随机森林是集成学习中可以和梯度提升树GB    阅读全文",https://www.cnblogs.com/pinard/p/6156009.html
scikit-learn 梯度提升树(GBDT)调参小结,2016-12-09 17:17,132917,108,26,"摘要：        
在梯度提升树(GBDT)原理小结中，我们对GBDT的原理做了总结，本文我们就从scikit-learn里GBDT的类库使用方法作一个总结，主要会关注调参中的一些要点。 1. scikit-learn GBDT类库概述 在sacikit-learn中，GradientBoostingClassifie    阅读全文",https://www.cnblogs.com/pinard/p/6143927.html
梯度提升树(GBDT)原理小结,2016-12-07 19:59,340315,617,67,"摘要：        
在集成学习之Adaboost算法原理小结中，我们对Boosting家族的Adaboost算法做了总结，本文就对Boosting家族中另一个重要的算法梯度提升树(Gradient Boosting Decison Tree, 以下简称GBDT)做一个总结。GBDT有很多简称，有GBT（Gradient    阅读全文",https://www.cnblogs.com/pinard/p/6140514.html
scikit-learn Adaboost类库使用小结,2016-12-06 19:41,100240,118,31,"摘要：        
在集成学习之Adaboost算法原理小结中，我们对Adaboost的算法原理做了一个总结。这里我们就从实用的角度对scikit-learn中Adaboost类库的使用做一个小结，重点对调参的注意事项做一个总结。 1. Adaboost类库概述 scikit-learn中Adaboost类库比较直接，    阅读全文",https://www.cnblogs.com/pinard/p/6136914.html
集成学习之Adaboost算法原理小结,2016-12-05 22:26,169604,362,70,"摘要：        
在集成学习原理小结中，我们讲到了集成学习按照个体学习器之间是否存在依赖关系可以分为两类，第一个是个体学习器之间存在强依赖关系，另一类是个体学习器之间不存在强依赖关系。前者的代表算法就是是boosting系列算法。在boosting系列算法中， Adaboost是最著名的算法之一。Adaboost既可    阅读全文",https://www.cnblogs.com/pinard/p/6133937.html
集成学习原理小结,2016-12-04 20:48,103090,55,67,"摘要：        
集成学习(ensemble learning)可以说是现在非常火爆的机器学习方法了。它本身不是一个单独的机器学习算法，而是通过构建并结合多个机器学习器来完成学习任务。也就是我们常说的“博采众长”。集成学习可以用于分类问题集成，回归问题集成，特征选取集成，异常点检测集成等等，可以说所有的机器学习领域都    阅读全文",https://www.cnblogs.com/pinard/p/6131423.html
支持向量机高斯核调参小结,2016-12-02 21:59,42465,60,18,"摘要：        
在支持向量机(以下简称SVM)的核函数中，高斯核(以下简称RBF)是最常用的，从理论上讲， RBF一定不比线性核函数差，但是在实际应用中，却面临着几个重要的超参数的调优问题。如果调的不好，可能比线性核函数还要差。所以我们实际应用中，能用线性核函数得到较好效果的都会选择线性核函数。如果线性核不好，我们    阅读全文",https://www.cnblogs.com/pinard/p/6126077.html
scikit-learn 支持向量机算法库使用小结,2016-11-30 16:47,47871,40,12,"摘要：        
之前通过一个系列对支持向量机(以下简称SVM)算法的原理做了一个总结，本文从实践的角度对scikit-learn SVM算法库的使用做一个小结。scikit-learn SVM算法库封装了libsvm 和 liblinear 的实现，仅仅重写了算法了接口部分。 1. scikit-learn SVM    阅读全文",https://www.cnblogs.com/pinard/p/6117515.html
支持向量机原理(五)线性支持回归,2016-11-29 16:53,43060,41,11,"摘要：        
支持向量机原理(一) 线性支持向量机 支持向量机原理(二) 线性支持向量机的软间隔最大化模型 支持向量机原理(三)线性不可分支持向量机与核函数 支持向量机原理(四)SMO算法原理 支持向量机原理(五)线性支持回归 在前四篇里面我们讲到了SVM的线性分类和非线性分类，以及在分类时用到的算法。这些都关注    阅读全文",https://www.cnblogs.com/pinard/p/6113120.html
支持向量机原理(三)线性不可分支持向量机与核函数,2016-11-26 11:33,37377,43,14,"摘要：        
支持向量机原理(一) 线性支持向量机 支持向量机原理(二) 线性支持向量机的软间隔最大化模型 支持向量机原理(三)线性不可分支持向量机与核函数 支持向量机原理(四)SMO算法原理 支持向量机原理(五)线性支持回归 在前面两篇我们讲到了线性可分SVM的硬间隔最大化和软间隔最大化的算法，它们对线性可分的    阅读全文",https://www.cnblogs.com/pinard/p/6103615.html
支持向量机原理(二) 线性支持向量机的软间隔最大化模型,2016-11-25 14:21,44728,73,20,"摘要：        
支持向量机原理(一) 线性支持向量机 支持向量机原理(二) 线性支持向量机的软间隔最大化模型 支持向量机原理(三)线性不可分支持向量机与核函数 支持向量机原理(四)SMO算法原理 支持向量机原理(五)线性支持回归 在支持向量机原理(一) 线性支持向量机中，我们对线性可分SVM的模型和损失函数优化做了    阅读全文",https://www.cnblogs.com/pinard/p/6100722.html
支持向量机原理(一) 线性支持向量机,2016-11-24 21:33,118445,124,47,"摘要：        
支持向量机原理(一) 线性支持向量机 支持向量机原理(二) 线性支持向量机的软间隔最大化模型 支持向量机原理(三)线性不可分支持向量机与核函数 支持向量机原理(四)SMO算法原理 支持向量机原理(五)线性支持回归 支持向量机(Support Vecor Machine,以下简称SVM)虽然诞生只有短    阅读全文",https://www.cnblogs.com/pinard/p/6097604.html
最大熵模型原理小结,2016-11-23 20:33,52732,100,15,"摘要：        
最大熵模型(maximum entropy model， MaxEnt)也是很典型的分类算法了，它和逻辑回归类似，都是属于对数线性分类模型。在损失函数优化的过程中，使用了和支持向量机类似的凸优化技术。而对熵的使用，让我们想起了决策树算法中的ID3和C4.5算法。理解了最大熵模型，对逻辑回归，支持向量    阅读全文",https://www.cnblogs.com/pinard/p/6093948.html
scikit-learn 朴素贝叶斯类库使用小结,2016-11-17 17:03,57589,42,22,"摘要：        
之前在朴素贝叶斯算法原理小结这篇文章中，对朴素贝叶斯分类算法的原理做了一个总结。这里我们就从实战的角度来看朴素贝叶斯类库。重点讲述scikit-learn 朴素贝叶斯类库的使用要点和参数选择。 1. scikit-learn 朴素贝叶斯类库概述 朴素贝叶斯是一类比较简单的算法，scikit-lear    阅读全文",https://www.cnblogs.com/pinard/p/6074222.html
朴素贝叶斯算法原理小结,2016-11-16 17:25,131601,130,48,"摘要：        
在所有的机器学习分类算法中，朴素贝叶斯和其他绝大多数的分类算法都不同。对于大多数的分类算法，比如决策树,KNN,逻辑回归，支持向量机等，他们都是判别方法，也就是直接学习出特征输出Y和特征X之间的关系，要么是决策函数$Y=f(X)$,要么是条件分布$P(Y|X)$。但是朴素贝叶斯却是生成方法，也就是直    阅读全文",https://www.cnblogs.com/pinard/p/6069267.html
scikit-learn K近邻法类库使用小结,2016-11-15 16:29,39084,13,10,"摘要：        
在K近邻法(KNN)原理小结这篇文章，我们讨论了KNN的原理和优缺点，这里我们就从实践出发，对scikit-learn 中KNN相关的类库使用做一个小结。主要关注于类库调参时的一个经验总结。 1. scikit-learn 中KNN相关的类库概述 在scikit-learn 中，与近邻法这一大类相关    阅读全文",https://www.cnblogs.com/pinard/p/6065607.html
K近邻法(KNN)原理小结,2016-11-14 20:13,87942,87,28,"摘要：        
K近邻法(k-nearest neighbors,KNN)是一种很基本的机器学习方法了，在我们平常的生活中也会不自主的应用。比如，我们判断一个人的人品，只需要观察他来往最密切的几个人的人品好坏就可以得出了。这里就运用了KNN的思想。KNN方法既可以做分类，也可以做回归，这点和决策树算法相同。 KNN    阅读全文",https://www.cnblogs.com/pinard/p/6061661.html
scikit-learn决策树算法类库使用小结,2016-11-12 14:28,149379,137,30,"摘要：        
之前对决策树的算法原理做了总结，包括决策树算法原理(上)和决策树算法原理(下)。今天就从实践的角度来介绍决策树算法，主要是讲解使用scikit-learn来跑决策树算法，结果的可视化以及一些参数调参的关键点。 1. scikit-learn决策树算法类库介绍 scikit-learn决策树算法类库内    阅读全文",https://www.cnblogs.com/pinard/p/6056319.html
决策树算法原理(下),2016-11-11 16:10,130625,342,51,"摘要：        
在决策树算法原理(上)这篇里，我们讲到了决策树里ID3算法，和ID3算法的改进版C4.5算法。对于C4.5算法，我们也提到了它的不足，比如模型是用较为复杂的熵来度量，使用了相对较为复杂的多叉树，只能处理分类不能处理回归等。对于这些问题， CART算法大部分做了改进。CART算法也就是我们下面的重点了    阅读全文",https://www.cnblogs.com/pinard/p/6053344.html
决策树算法原理(上),2016-11-10 15:54,136542,144,50,"摘要：        
决策树算法在机器学习中算是很经典的一个算法系列了。它既可以作为分类算法，也可以作为回归算法，同时也特别适合集成学习比如随机森林。本文就对决策树算法原理做一个总结，上篇对ID3， C4.5的算法思想做了总结，下篇重点对CART算法做一个详细的介绍。选择CART做重点介绍的原因是scikit-learn    阅读全文",https://www.cnblogs.com/pinard/p/6050306.html
机器学习算法的随机数据生成,2016-11-09 22:03,35565,11,20,"摘要：        
在学习机器学习算法的过程中，我们经常需要数据来验证算法，调试参数。但是找到一组十分合适某种特定算法类型的数据样本却不那么容易。还好numpy, scikit-learn都提供了随机数据生成的功能，我们可以自己生成适合某一种模型的数据，用随机数据来做清洗，归一化，转换，然后选择模型与算法做拟合和预测。    阅读全文",https://www.cnblogs.com/pinard/p/6047802.html
感知机原理小结,2016-11-08 16:23,59580,115,41,"摘要：        
感知机可以说是最古老的分类方法之一了，在1957年就已经提出。今天看来它的分类模型在大多数时候泛化能力不强，但是它的原理却值得好好研究。因为研究透了感知机模型，学习支持向量机的话会降低不少难度。同时如果研究透了感知机模型，再学习神经网络，深度学习，也是一个很好的起点。这里对感知机的原理做一个小结。     阅读全文",https://www.cnblogs.com/pinard/p/6042320.html
日志和告警数据挖掘经验谈,2016-11-07 17:23,18542,17,5,"摘要：        
最近参与了了一个日志和告警的数据挖掘项目，里面用到的一些思路在这里和大家做一个分享。 项目的需求是收集的客户系统一个月300G左右的的日志和告警数据做一个整理，主要是归类(Grouping)和关联(Correlation)，从而得到告警和日志的一些统计关系，这些统计结果可以给一线支持人员参考。 得到    阅读全文",https://www.cnblogs.com/pinard/p/6039099.html
scikit-learn 逻辑回归类库使用小结,2016-11-06 19:41,51763,66,17,"摘要：        
之前在逻辑回归原理小结这篇文章中，对逻辑回归的原理做了小结。这里接着对scikit-learn中逻辑回归类库的我的使用经验做一个总结。重点讲述调参中要注意的事项。 1. 概述 在scikit-learn中，与逻辑回归有关的主要是这3个类。LogisticRegression， LogisticReg    阅读全文",https://www.cnblogs.com/pinard/p/6035872.html
逻辑回归原理小结,2016-11-04 21:22,109592,199,41,"摘要：        
逻辑回归是一个分类算法，它可以处理二元分类以及多元分类。虽然它名字里面有“回归”两个字，却不是一个回归算法。那为什么有“回归”这个误导性的词呢？个人认为，虽然逻辑回归是分类模型，但是它的原理里面却残留着回归模型的影子，本文对逻辑回归原理做一个总结。 1. 从线性回归到逻辑回归 我们知道，线性回归的模    阅读全文",https://www.cnblogs.com/pinard/p/6029432.html
scikit-learn 线性回归算法库小结,2016-11-03 23:41,36467,27,13,"摘要：        
scikit-learn对于线性回归提供了比较多的类库，这些类库都可以用来做线性回归分析，本文就对这些类库的使用做一个总结，重点讲述这些线性回归算法库的不同和各自的使用场景。 线性回归的目的是要得到输出向量\(\mathbf{Y}\)和输入特征\(\mathbf{X}\)之间的线性关系，求出线性回归    阅读全文",https://www.cnblogs.com/pinard/p/6026343.html
用scikit-learn和pandas学习Ridge回归,2016-11-02 16:34,30793,44,11,"摘要：        
本文将用一个例子来讲述怎么用scikit-learn和pandas来学习Ridge回归。 1. Ridge回归的损失函数 在我的另外一遍讲线性回归的文章中，对Ridge回归做了一些介绍，以及什么时候适合用 Ridge回归。如果对什么是Ridge回归还完全不清楚的建议阅读我这篇文章。 线性回归原理小结    阅读全文",https://www.cnblogs.com/pinard/p/6023000.html
Lasso回归算法： 坐标轴下降法与最小角回归法小结,2016-11-01 17:29,71712,73,24,"摘要：        
前面的文章对线性回归做了一个小结，文章在这： 线性回归原理小结。里面对线程回归的正则化也做了一个初步的介绍。提到了线程回归的L2正则化-Ridge回归，以及线程回归的L1正则化-Lasso回归。但是对于Lasso回归的解法没有提及，本文是对该文的补充和扩展。以下都用矩阵法表示，如果对于矩阵分析不熟悉    阅读全文",https://www.cnblogs.com/pinard/p/6018889.html
用scikit-learn和pandas学习线性回归,2016-10-31 17:37,105259,77,21,"摘要：        
对于想深入了解线性回归的童鞋，这里给出一个完整的例子，详细学完这个例子，对用scikit-learn来运行线性回归，评估模型不会有什么问题了。 1. 获取数据，定义问题 没有数据，当然没法研究机器学习啦。:) 这里我们用UCI大学公开的机器学习数据来跑线性回归。 数据的介绍在这： http://ar    阅读全文",https://www.cnblogs.com/pinard/p/6016029.html
scikit-learn 和pandas 基于windows单机机器学习环境的搭建,2016-10-30 17:37,17689,8,4,"摘要：        
很多朋友想学习机器学习，却苦于环境的搭建，这里给出windows上scikit-learn研究开发环境的搭建步骤。 Step 1. Python的安装 python有2.x和3.x的版本之分，但是很多好的机器学习python库都不支持3.x，因此，推荐安装2.7版本的python。当前最新的pyth    阅读全文",https://www.cnblogs.com/pinard/p/6013484.html
机器学习研究与开发平台的选择,2016-10-28 12:15,24098,30,15,"摘要：        
目前机器学习可以说是百花齐放阶段，不过如果要学习或者研究机器学习，进而用到生产环境，对平台，开发语言，机器学习库的选择就要费一番脑筋了。这里就我自己的机器学习经验做一个建议，仅供参考。 首先，对于平台选择的第一个问题是，你是要用于生产环境，也就是具体的产品中,还是仅仅是做研究学习用？ 1. 生产环境    阅读全文",https://www.cnblogs.com/pinard/p/6007200.html
线性回归原理小结,2016-10-28 11:12,60817,111,24,"摘要：        
线性回归可以说是机器学习中最基本的问题类型了，这里就对线性回归的原理和算法做一个小结。 1. 线性回归的模型函数和损失函数 线性回归遇到的问题一般是这样的。我们有m个样本，每个样本对应于n维特征和一个结果输出，如下： \((x_1^{(0)}, x_2^{(0)}, ...x_n^{(0)}, y_    阅读全文",https://www.cnblogs.com/pinard/p/6004041.html
精确率与召回率，RoC曲线与PR曲线,2016-10-24 16:22,42218,35,16,"摘要：        
在机器学习的算法评估中，尤其是分类算法评估中，我们经常听到精确率(precision)与召回率(recall)，RoC曲线与PR曲线这些概念，那这些概念到底有什么用处呢？ 首先，我们需要搞清楚几个拗口的概念： 1. TP, FP, TN, FN 听起来还是很费劲，不过我们用一张图就很容易理解了。图如    阅读全文",https://www.cnblogs.com/pinard/p/5993450.html
最小二乘法小结,2016-10-19 12:31,108636,72,58,"摘要：        
最小二乘法是用来做函数拟合或者求函数极值的方法。在机器学习，尤其是回归模型中，经常可以看到最小二乘法的身影，这里就对我对最小二乘法的认知做一个小结。 1.最小二乘法的原理与要解决的问题 最小二乘法是由勒让德在19世纪发现的，原理的一般形式很简单，当然发现的过程是非常艰难的。形式如下式：$$目标函数     阅读全文",https://www.cnblogs.com/pinard/p/5976811.html
梯度下降（Gradient Descent）小结,2016-10-17 22:49,544291,247,166,"摘要：        
在求解机器学习算法的模型参数，即无约束优化问题时，梯度下降（Gradient Descent）是最常采用的方法之一，另一种常用的方法是最小二乘法。这里就对梯度下降法做一个完整的总结。 1. 梯度 在微积分里面，对多元函数的参数求∂偏导数，把求得的各个参数的偏导数以向量的形式写出来，就是梯度。比如函数    阅读全文",https://www.cnblogs.com/pinard/p/5970503.html
